feature,mean,sample_standard_deviation
terra,0.051958420665345777,0.033320213902291104
letto,0.042887505747952227,0.017336591350247958
uomini,0.033077056313628429,0.02619959502088821
vecchio,0.052514549201387491,0.026481018996533847
avete,0.037837005816937115,0.026360235652703776
vide,0.040898052440045393,0.036068684511608558
agli,0.036619216098020803,0.015738315382325542
giovine,0.02738997457847905,0.03266350213431337
anima,0.046541683558298547,0.035600663150037758
lontano,0.040054851066759441,0.012784126868663431
qua,0.047072104671171004,0.053753939275689
quest,0.040896795255822495,0.021143841547818915
presto,0.031459844580753023,0.021951093329674504
burattino,0.079611258175060054,0.19458179757364902
parlare,0.037503290720315413,0.024978936558611664
bel,0.039845732687219367,0.033165947134263581
cominciò,0.048255374985755266,0.058369895637508211
lungo,0.042842497076956247,0.015265763782723603
potuto,0.030643783832620425,0.018870470798815337
mattina,0.038095863180580912,0.022149016362255407
avevano,0.042572463782527659,0.017102110795789074
hai,0.050387764635980603,0.043815644980436094
miei,0.040845422578131743,0.045088932601754374
paura,0.041949892091279216,0.031210643585173115
v,0.02243731986025492,0.020736422243201783
forza,0.029660194272400454,0.013835768069853408
acqua,0.052605613921107658,0.050736901103667097
domandò,0.046847740115500809,0.049533545413028124
tante,0.030695848435337788,0.019979563726949329
vicino,0.029909418494267662,0.012982962757273802
luogo,0.020481997778857928,0.024090459976636124
quattro,0.039117696242682,0.029369924174460476
forte,0.038721114474227908,0.010231381669952721
moglie,0.038251200745969535,0.025413838750200115
stata,0.026543059278145931,0.013281097165059924
dico,0.026618973347463399,0.017336812357806475
dai,0.040136907296184486,0.021735563515904048
fin,0.028497238099487791,0.018025130770143314
prese,0.033710389939863424,0.016837822113599799
uscio,0.024714111854014394,0.01503848632546457
yves,0.047416980100941912,0.11614740639101127
indietro,0.02707193653234315,0.019327296627902064
niente,0.034994300651426079,0.027885854395660464
silenzio,0.040511924127351447,0.03236372182397719
sola,0.036624652251776975,0.025497462431313851
fatti,0.025012361754113727,0.017717330867898357
amore,0.038613721580191523,0.038294188696496013
animo,0.02263021501195062,0.016813381946049904
stessa,0.031474202953801649,0.025925556421771731
fatta,0.026272440595666625,0.012231190724470297
invece,0.055877540473857963,0.059215195043264161
morto,0.050137200437560869,0.041645107682206806
giacobbe,0.048986747795596343,0.11999253625761971
giù,0.036921779157202447,0.020904227620705981
voluto,0.028715413528670335,0.011676326634800366
parve,0.034445807454206591,0.02274122330197819
rodrigo,0.012738948961775659,0.031203924815707895
eh,0.032404498794686612,0.027850094092901911
veniva,0.025352873645067487,0.017019001138905917
visto,0.027187672815979159,0.017415911887018114
finalmente,0.02972087542547228,0.017658113039964386
ragione,0.031502320293374832,0.014632708340325186
sapeva,0.033283758566056754,0.016625126247158274
tale,0.023202831699819199,0.02216086470531644
anch,0.033046236129452289,0.016019784408170073
vecchia,0.034963007144031118,0.025468961908836345
persona,0.027614122484482043,0.023681829372681845
pochi,0.028585254888170378,0.015436826293901027
milano,0.012896058216818662,0.027922485499110247
ancor,0.021361176742116281,0.015896717093031563
bisogna,0.028105391880660701,0.019716841032395589
braccio,0.029973322040411487,0.011138893086606106
ebbe,0.033722525264608401,0.030515432528707819
fondo,0.034054822574246732,0.012360351067873664
accanto,0.029579546696465887,0.029742601337758686
piazza,0.02825247210132208,0.035285667813225494
ebbene,0.039110511447787287,0.061229581840096366
fine,0.033404341759768121,0.016640771602019485
venne,0.031108940606561608,0.014462307522424835
almeno,0.030858949268557551,0.012813336998346426
cane,0.053340068393291938,0.057890017570055255
pur,0.02823176371406071,0.015505587212598699
sui,0.027869782571464923,0.029014920293260537
padrone,0.026399189130638146,0.017854490355828378
fossero,0.0284634704506436,0.0097447084265656295
piccolo,0.037022901097683872,0.021943851196780932
posto,0.031831696870021138,0.01488742328451334
braccia,0.029782579520076295,0.0066342567089932485
morte,0.037199685769276208,0.022338868740164795
nuova,0.023524620619299458,0.0092826605188461534
posso,0.029548496237380359,0.013727657227585701
sull,0.028238427418245334,0.015472822242367866
sole,0.037873374923186098,0.028494596696673997
spalle,0.03098729543811965,0.010604250844003408
tanti,0.031977458865394007,0.022014446207140385
gridò,0.040939858654541604,0.050347376323849273
sapere,0.030421820149433704,0.01308713793422743
soltanto,0.032676829375910939,0.02138764256283452
alcuni,0.02648833050112866,0.0087359951898679494
occhio,0.02471627645902108,0.011097401351406876
pezzo,0.030056947045930316,0.017526086707977773
topler,0.040451773984419369,0.099086205452218662
vuol,0.026729663048435191,0.011636731270174698
ce,0.021574895729274693,0.013440134140851325
molti,0.022694634604940051,0.0087672469939805431
nostro,0.025331469425678193,0.015203221904558285
potesse,0.018358766798292639,0.015789969134866643
riprese,0.024899681697862431,0.012245098262113263
idea,0.026106628993123868,0.027436650033005001
secondo,0.022590715082890459,0.011902339848688947
passo,0.022769844278540823,0.011944104150302975
coi,0.040438220530790582,0.030142079161595926
avrei,0.032073665797661008,0.043626895550194507
fronte,0.028300450843645259,0.01838995347519853
pensare,0.024869021726051748,0.0071937098400314927
storia,0.018549542276599922,0.016643127190405442
piccola,0.036660028286106872,0.017727418425153792
sentiva,0.028284248541473881,0.024769582020524237
tal,0.01907150575371103,0.013651144758093805
amici,0.027813496263146911,0.011357525166332889
andar,0.019317051391073554,0.013192836781284828
famiglia,0.023358486618213187,0.016352694599642854
vidi,0.027843688245968324,0.037443957001618372
alzò,0.025240465663529884,0.017080025758871329
anzi,0.025705608586551465,0.015428274214785057
diede,0.018615229163251076,0.01628641703481179
fanno,0.023767640056130787,0.014321633175125059
guardò,0.032117102533108212,0.021880033958569248
nei,0.031324173238220399,0.022327265197268673
segno,0.023007496184816512,0.014304448492977661
fratello,0.033852642528672101,0.051802399282367177
miss,0.041487020485045378,0.078054051810329955
appunto,0.021018858403767337,0.010719821374272251
carrozza,0.021090236020725631,0.015999583715588184
grandi,0.031773187657723176,0.020909739092513379
grazia,0.027417272084177897,0.016992583462727008
persone,0.021989646745931998,0.0128383901929365
siete,0.022211751865830878,0.018715909170468482
capelli,0.03137457456948229,0.01739888458242422
cristoforo,0.010459051712363701,0.024840221908773857
linea,0.021554263333425944,0.042435833792757643
siamo,0.029523792914622565,0.011604687757738869
diavolo,0.023009416260789863,0.02671230469320918
dicendo,0.020900912992405072,0.0073634508861026068
passi,0.02504553304132795,0.010070701385466185
preso,0.028202845014069611,0.010262865733592594
maniera,0.011818420831187094,0.021450076192864192
veder,0.019803344999794966,0.0091446049074119969
marito,0.031758956294074936,0.023148995945171617
vedeva,0.024411543963977416,0.0071290834778372104
brontu,0.038100803841019382,0.093327528200370893
esclamò,0.021341241714079012,0.011239412897315563
caro,0.034417198333685547,0.020772927207580016
signori,0.020774709942032753,0.012190449081820307
zio,0.029601028399776325,0.054939684117411125
abbia,0.02138593448427754,0.014014780843021438
avevan,0.012776986412397835,0.017927760827541106
bachisia,0.037527859422357437,0.091924106723673585
chiesa,0.020246830758819005,0.016645982338959708
davvero,0.032407550928640345,0.034462003159640209
pare,0.028326509845691541,0.010630625569295142
sentimento,0.01969271559500799,0.017462193121487734
addosso,0.019697226891985282,0.011392444367973745
dar,0.018885269219307103,0.012228014326838605
lettera,0.02526344573363587,0.029276726152504259
messo,0.019811313006047885,0.0096946156756627776
vuoi,0.032517147301787203,0.035521843091308201
corso,0.01869587969476923,0.03432168314373437
essi,0.026318336822580151,0.023337394981474413
frate,0.010647885835476253,0.021802057818419981
petto,0.026229299842296008,0.010012934934343297
vista,0.022850149986759119,0.015368772052114168
pensieri,0.01707449502500686,0.013127958151956656
sentì,0.030672935238650098,0.034058049948694068
sta,0.026084984331171224,0.013290789419191065
venuto,0.024654779424953862,0.010916204307948912
anno,0.026977268946988316,0.025415458293851473
dolore,0.030554166458680407,0.026914028778982978
viaggio,0.028580618304261337,0.010482543431675737
conto,0.016750943456587165,0.014586523548731875
ero,0.028840882560861297,0.036935305407387459
fattorino,0.018238349168852374,0.044674649214401993
isidoro,0.036095498375702577,0.088415553031930313
avuto,0.019177238150291012,0.0090458987828778634
dare,0.021018818066476586,0.012368655847677372
volete,0.016289842878653028,0.016246799750513605
dato,0.020566848105007546,0.0070499788521371405
aspetto,0.020244198186966933,0.012814783949635639
avere,0.023846437393361664,0.015176319489066696
fretta,0.014001082652389857,0.016510387580494928
presso,0.025582569443785286,0.030221438330386204
resto,0.019015954691723385,0.0092474515843247434
figliuolo,0.025376426228067458,0.021519400586524629
par,0.015591936508727278,0.015366600960973909
ombra,0.027195881924131585,0.019152309468905365
compagnia,0.017628340132906505,0.013540111037060064
guardava,0.022420877853099101,0.013147956474724113
sapete,0.019330845732907342,0.013751426518746888
sorriso,0.020349876804413244,0.026182499871135963
viva,0.020234981679530296,0.0093083397249735592
com,0.021965507278027204,0.015415548611402118
quegli,0.019494342545384888,0.013615663494691085
soggiunse,0.022748897038573981,0.020580365113040247
ultima,0.020284584678975329,0.015005784015252953
venire,0.019321773534067579,0.01237993306708942
dov,0.019979413964003406,0.01067549714135882
farsi,0.019818880445755447,0.0081030686134913547
sicuro,0.021619960800542213,0.011354798572242019
voglia,0.017904341003930176,0.011255218257751316
corsa,0.019100996306974708,0.023202503325398506
dello,0.02213255200911014,0.01458347951128703
felice,0.026076151500607825,0.027402536158682034
pietà,0.021999064958980508,0.008431363331914148
poveri,0.019340302459542557,0.011776336706173059
ragazzi,0.035914339857806232,0.064599601031506818
san,0.018956789405812673,0.020579772651142272
ultimo,0.021537498763050476,0.01188334830071338
curato,0.0089212554493322358,0.020548072675764136
gambe,0.030404738728026525,0.031873971277152142
giustizia,0.012534102435291227,0.014425486521272644
negli,0.021510317440701962,0.0097525670027750772
sentire,0.018162410864999669,0.010750904630567401
vede,0.019593839473573519,0.0051800836111875826
vostra,0.020378646642417949,0.014437044418705631
carità,0.017473450447336843,0.014915064498089421
coraggio,0.019165832170036083,0.0082955006928462759
corpo,0.025081846704048404,0.011720953749312481
entrò,0.01911517861629539,0.0077104550100714399
mare,0.037300395535033608,0.037860165691954328
nello,0.020064934650438845,0.0047970413782042745
bambino,0.024884209392469617,0.030797830149087494
neppure,0.026122149799549327,0.019669868632017608
colui,0.015895998784670538,0.013795932968373028
luce,0.02463439663534853,0.01805746936606091
mille,0.025758918185065732,0.031566768395901841
pensava,0.02015855455201299,0.02811231607836466
diss,0.029534633108411309,0.064495937680888071
domani,0.02721188651210393,0.021250517444230076
labbra,0.023939667889933559,0.015330564197547416
risposta,0.016338709826091913,0.0078932711106987907
camera,0.025153101058974055,0.01002401992258644
oggi,0.024552659049609116,0.022241208545967454
possibile,0.024708798146906009,0.019504788532773997
finestra,0.027011401117067832,0.018515795381568355
fuoco,0.023899054793688857,0.015431927446815558
piano,0.02580385373119393,0.018384305865871753
piattaforma,0.015343373110304377,0.037583435053385801
speranza,0.018987858226988428,0.011575378188192055
cento,0.015513436123452741,0.011084437027986895
collo,0.025811421506572521,0.016835671255769853
gioia,0.020827597411065133,0.02008346868737871
teneva,0.017485899236216362,0.0051742452510743636
dava,0.016158815651970575,0.0095961189878209455
discorso,0.015523921228297434,0.0091166045928375919
passeggieri,0.014736499347991193,0.031553211901735705
peste,0.0079328669829201951,0.01859351652226017
ragazzo,0.029640384254850664,0.047284831287932913
chiese,0.026426019644761527,0.042233233569180767
cinque,0.026520640989620842,0.018552864557930846
credo,0.022954465298884546,0.03400130491118894
molte,0.015009009714497834,0.0071905476716237803
alto,0.020812400769423912,0.0092164245786658053
case,0.01906519054941818,0.011922775739811129
conte,0.0088137202526001983,0.015584602153133851
dovere,0.015146312575641764,0.0093006690258365578
grida,0.014325913915351431,0.011898854881863484
ore,0.023206381212926012,0.013298639907977437
pace,0.019142984104350971,0.006002070849294802
piacere,0.018599969755600347,0.007639758414191641
prendere,0.02138953936768519,0.010630183427728658
stare,0.013324478815988311,0.01049754776327232
veramente,0.021579926052076186,0.012771472475682534
lavoro,0.018636940541565269,0.015195594215081102
passò,0.018906814952611661,0.010205659990503975
trovato,0.017291444905807026,0.0041688740787585729
vuole,0.01822335296232715,0.0078241348551372682
adesso,0.027325929455660272,0.040403539441946995
possa,0.015919372329246104,0.0081196512706437438
stanza,0.022400587528589404,0.018070457662229741
gertrude,0.0074185643953870025,0.018171697392676951
passato,0.01765966955474204,0.011759397805880752
mie,0.021894394149339247,0.02684118085051105
naso,0.029974923304800023,0.037851895665457935
oro,0.026845900804401218,0.026923922985828727
tua,0.026039070947082483,0.019052119073767894
verità,0.017934320897018709,0.0074417539815129123
chè,0.010341192725431443,0.013828931836281831
compagni,0.023700229417966654,0.017625866644816482
gl,0.01636697651712378,0.0084315405065497149
perpetua,0.0075479496437398132,0.016844149993191535
re,0.020774652164842179,0.038068866625452571
sinistra,0.014982145551955135,0.010071596319457374
solito,0.017618048471572636,0.0034799316298087944
tanta,0.018423976287100914,0.011264665999598061
trovò,0.016646592327904122,0.021250544192131054
affatto,0.015313905693277341,0.011573791926401535
cardinale,0.0074052966291467829,0.017310804019998259
carrozzone,0.014037608487433953,0.033549970602924743
orecchio,0.015400850871996408,0.0076590290653142899
allo,0.021290467792263595,0.0097288355814199225
passare,0.01609750605829462,0.0065071846529861409
vivo,0.022291051119458255,0.015322083745872728
bianco,0.020769889344758995,0.011720844125947514
legno,0.031711276848226423,0.05729710171844913
potè,0.014848890501597323,0.0083985968499436549
prete,0.024166855592039363,0.036377079576322559
ridere,0.025788843692062014,0.022901572513058431
sogno,0.024842407148609413,0.01961378881556692
basta,0.014368588387849266,0.009574122099692774
innominato,0.006968954432030214,0.017070382399181377
mesi,0.021261828288696008,0.01171908495320809
sentito,0.013792657719480047,0.01060514725375669
spesso,0.015064719573301501,0.0092954991766962675
tornò,0.020034414934147721,0.017149259246017644
fata,0.036392981627545923,0.078636893470233032
figliuoli,0.017103647780845731,0.022671959206834586
folla,0.010902978035247481,0.0097546844561937403
morire,0.022185824163348428,0.017254980682275368
pazienza,0.021397531021028825,0.020575323766234499
ve,0.015856258713696374,0.013171070761673601
voltò,0.015092330464046046,0.011057656704580608
campo,0.018622314889254876,0.026633655910768494
curiosità,0.015497034507442288,0.012189264696016406
dieci,0.016568779695552871,0.012500937654575607
matrimonio,0.018066036491835278,0.020290410585299585
parti,0.010752156925885171,0.0099861497037436308
veduto,0.017036599463143339,0.011162259763240263
alta,0.018808358315831816,0.015849988401297355
destra,0.012988526176911985,0.007094468320118937
deve,0.014287351802905123,0.004149183690313845
facendo,0.018123506407731627,0.0097046135032308918
nero,0.02548650940792881,0.025422951418895102
nostri,0.015962769534117977,0.011398422957525653
popolo,0.011969879927649314,0.013118252581887977
primi,0.014293639516645319,0.0076615810081680155
tuo,0.025615400970288433,0.026197633170959522
buono,0.018526767854736777,0.0082813758401204442
occhiata,0.012347131118596333,0.0099874429519584886
pensato,0.014715147313668841,0.0096997379063136751
pericolo,0.012789621835754118,0.0093269298147813234
potrebbe,0.014337212310203367,0.0077574122119469869
